Time,UNIX_time_ms,RSSI,RSSI2,RSSI3,Lux,Acc_x,Acc_y,Acc_z,Temperature,nodeId
2017-08-14 12:53:29.594,1502708009594,52,57,42,115,-1071,1,121,2369,20
2017-08-14 12:53:29.613,1502708009613,62,47,40,170,-1062,-43,101,2443,21
2017-08-14 12:53:29.630,1502708009630,53,65,40,87,-1054,-28,122,2484,22
2017-08-14 12:53:30.310,1502708010310,54,62,45,141,-1090,-54,154,2361,3
2017-08-14 12:53:30.328,1502708010328,74,58,42,112,-1072,1,110,2424,4
2017-08-14 12:53:30.346,1502708010346,66,51,40,92,-1094,-51,102,2382,6
2017-08-14 12:53:30.363,1502708010363,55,60,40,148,-1056,-54,121,2329,5
2017-08-14 12:53:30.390,1502708010390,54,68,36,83,-1013,28,174,2375,7
2017-08-14 12:53:30.407,1502708010407,54,62,16,142,-1053,-51,68,2316,11
2017-08-14 12:53:30.424,1502708010424,58,63,43,101,-1035,-18,78,2443,12
2017-08-14 12:53:30.442,1502708010442,42,55,45,168,-1035,37,93,2436,9
2017-08-14 12:53:30.529,1502708010529,53,49,26,136,-1056,-59,65,2372,14
2017-08-14 12:53:30.552,1502708010552,61,47,44,226,-1094,-34,127,2429,15
2017-08-14 12:53:30.568,1502708010568,63,53,49,150,-1104,-59,125,2415,17
2017-08-14 12:53:30.586,1502708010586,51,66,42,86,-1042,63,71,2485,19
2017-08-14 12:53:30.606,1502708010606,60,47,44,168,-1055,-34,125,2418,18
2017-08-14 12:53:30.652,1502708010652,52,57,42,115,-1067,5,125,2369,20
2017-08-14 12:53:30.672,1502708010672,62,47,39,170,-1058,-47,92,2423,21
2017-08-14 12:53:30.689,1502708010689,54,65,41,87,-1050,-31,114,2445,22
2017-08-14 12:53:31.370,1502708011370,55,62,45,141,-1090,-50,153,2341,3
2017-08-14 12:53:31.390,1502708011390,74,57,42,112,-1079,2,114,2444,4
2017-08-14 12:53:31.408,1502708011408,66,51,39,92,-1093,-49,102,2362,6
2017-08-14 12:53:31.425,1502708011425,55,60,40,148,-1051,-51,124,2355,5
2017-08-14 12:53:31.450,1502708011450,54,67,37,83,-1019,30,175,2382,7
2017-08-14 12:53:31.466,1502708011466,57,63,43,101,-1037,-18,70,2437,12
2017-08-14 12:53:31.483,1502708011483,44,58,36,159,-1088,-79,109,2405,10
2017-08-14 12:53:31.500,1502708011500,41,55,46,168,-1032,37,94,2430,9
2017-08-14 12:53:31.517,1502708011517,54,62,13,142,-1047,-51,82,2297,11
2017-08-14 12:53:31.588,1502708011588,52,49,27,136,-1058,-54,68,2359,14
2017-08-14 12:53:31.612,1502708011612,61,48,44,226,-1094,-38,117,2436,15
2017-08-14 12:53:31.629,1502708011629,63,52,49,150,-1106,-54,127,2415,17
2017-08-14 12:53:31.647,1502708011647,59,46,44,168,-1056,-38,125,2405,18
2017-08-14 12:53:31.713,1502708011713,52,57,42,115,-1069,2,125,2375,20
2017-08-14 12:53:31.731,1502708011731,62,47,40,170,-1062,-46,102,2423,21
2017-08-14 12:53:31.747,1502708011747,53,65,40,87,-1054,-33,124,2484,22
2017-08-14 12:53:32.432,1502708012432,53,63,45,141,-1091,-54,149,2341,3
2017-08-14 12:53:32.450,1502708012450,74,57,42,111,-1077,1,109,2424,4
2017-08-14 12:53:32.467,1502708012467,66,50,40,92,-1091,-52,98,2349,6
2017-08-14 12:53:32.484,1502708012484,55,59,39,148,-1054,-59,125,2336,5
2017-08-14 12:53:32.512,1502708012512,58,63,43,101,-1035,-23,86,2463,12
2017-08-14 12:53:32.529,1502708012529,43,58,35,159,-1088,-81,100,2437,10
2017-08-14 12:53:32.547,1502708012547,55,67,36,83,-1013,30,174,2323,7
2017-08-14 12:53:32.564,1502708012564,53,62,12,142,-1047,-51,74,2290,11
2017-08-14 12:53:32.652,1502708012652,53,49,28,136,-1058,-55,68,2346,14
2017-08-14 12:53:32.672,1502708012672,61,48,43,226,-1101,-38,124,2442,15
2017-08-14 12:53:32.689,1502708012689,63,53,49,150,-1103,-57,122,2409,17
2017-08-14 12:53:32.706,1502708012706,60,46,43,168,-1055,-38,130,2385,18
2017-08-14 12:53:32.776,1502708012776,51,57,42,115,-1072,6,117,2369,20
2017-08-14 12:53:32.793,1502708012793,62,47,40,170,-1059,-50,102,2417,21
2017-08-14 12:53:32.811,1502708012811,53,65,41,87,-1051,-27,121,2458,22
2017-08-14 12:53:33.492,1502708013492,54,63,45,141,-1090,-51,146,2341,3
2017-08-14 12:53:33.511,1502708013511,74,58,42,112,-1078,4,116,2424,4
2017-08-14 12:53:33.530,1502708013530,66,51,40,92,-1093,-49,100,2356,6
2017-08-14 12:53:33.547,1502708013547,55,60,39,148,-1054,-51,122,2375,5
2017-08-14 12:53:33.572,1502708013572,55,67,36,83,-1015,31,174,2388,7
